empty_arena,constant_1,avg_td_dif,avg_sub_att_dif,sig_str_dif,age_dif,reach_dif,height_dif,sub_dif,ko_dif,total_title_bout_dif,total_round_dif,loss_dif,win_dif,longest_win_streak_dif,win_streak_dif,lose_streak_dif,td_landed_dif,rev_bout,pass_bout,sub_attempts_bout,td_pct_bout,td_attempted_bout,td_landed_bout,tot_str_attempted_bout,tot_str_landed_bout,sig_str_pct_bout,sig_str_attempted_bout,sig_str_landed_bout,kd_bout,age,weight_lbs,reach_cms,height_cms,stance,wins,win_by_tko_doctor_stoppage,win_by_submission,win_by_ko/tko,win_by_decision_unanimous,win_by_decision_split,win_by_decision_majority,total_title_bouts,total_rounds_fought,losses,longest_win_streak,avg_td_pct,avg_td_landed,avg_sub_att,avg_sig_str_pct,avg_sig_str_landed,draw,current_win_streak,current_lose_streak,ev,odds,fighter,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,winner,title_bout,weight_class,gender,no_of_rounds,win_dum,tter_rank,win_prob,status
0.0,1.0,-1.0,-1.6666666669999999,10.0,-3.0,-0.0,2.54,1.0,-0.0,-0.0,5.0,-0.0,2.0,2.0,-0.0,-0.0,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,71.0,29.0,0.36,65.0,24.0,1.0,30.0,170.0,187.96,185.42,Southpaw,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,2.0,0.0,0.0,0.333333333,0.39,49.0,0.0,0.0,1.0,52.63157895,-190.0,Danny Roberts,KO/TKO,Punch,2.0,3:59,539.0,Red,False,Welterweight,MALE,3.0,1,,65.51724137931035,favorite
0.0,1.0,0.166666667,0.333333333,-6.66666667,10.0,7.62,2.54,-1.0,-0.0,-0.0,-14.0,3.0,-2.0,-1.0,1.0,1.0,0.166666667,0.0,2.0,1.0,1.0,1.0,1.0,239.0,131.0,0.52,227.0,119.0,1.0,27.0,125.0,170.18,165.1,Orthodox,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.33,1.0,2.0,0.37,37.0,0.0,1.0,0.0,28.57142857,-350.0,Alexandre Pantoja,SUB,Rear Naked Choke,3.0,2:31,751.0,Red,False,Flyweight,MALE,3.0,1,,77.77777777777779,favorite
0.0,1.0,-0.7333333329999999,-0.111111111,-16.93333333,-5.0,-5.08,10.16,2.0,-1.0,1.0,-3.0,-0.0,-1.0,-1.0,-1.0,-0.0,-0.733333333,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,0.44,9.0,4.0,0.0,29.0,170.0,190.5,185.42,Southpaw,7.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,19.0,2.0,3.0,0.44777777799999996,1.6666666669999999,0.8888888890000001,0.37777777799999995,19.66666667,0.0,3.0,0.0,125.0,125.0,Michael Chiesa,SUB,Rear Naked Choke,1.0,4:37,277.0,Blue,False,Lightweight,MALE,5.0,0,,44.44444444444444,underdog
0.0,1.0,-2.210526316,0.20802005,-18.63157895,-3.0,12.7,7.62,-0.0,1.0,-3.0,-7.0,-4.0,-2.0,-2.0,-1.0,-1.0,-2.210526316,0.0,0.0,0.0,0.0,0.0,0.0,69.0,42.0,0.6,68.0,41.0,0.0,36.0,185.0,187.96,182.88,Orthodox,11.0,0.0,0.0,6.0,3.0,2.0,0.0,0.0,45.0,10.0,4.0,0.187619048,1.0,0.523809524,0.513809524,26.0,0.0,0.0,1.0,125.0,125.0,Tim Boetsch,KO/TKO,Punches,2.0,0:46,346.0,Red,False,Middleweight,MALE,3.0,1,,44.44444444444444,underdog
0.0,1.0,-0.0,1.0,43.5,-6.0,5.08,5.08,-0.0,-0.0,-0.0,5.0,-0.0,1.0,1.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,5.0,0.33,12.0,4.0,0.0,32.0,205.0,187.96,187.96,Orthodox,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,0.555,48.5,0.0,0.0,1.0,62.5,-160.0,Josh Stansbury,KO/TKO,Punches,1.0,1:21,81.0,Blue,False,Light Heavyweight,MALE,3.0,0,,61.53846153846154,favorite
0.0,1.0,-0.095238096,-0.0,0.30952381,-2.0,12.7,7.62,-0.0,-0.0,2.0,5.0,-0.0,-1.0,-0.0,-0.0,-2.0,-0.095238096,0.0,0.0,0.0,0.0,0.0,0.0,54.0,25.0,0.47,53.0,25.0,1.0,35.0,145.0,175.26,172.72,Southpaw,3.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,23.0,3.0,3.0,0.333333333,0.333333333,0.0,0.391666667,56.16666667,0.0,0.0,3.0,17.54385965,-570.0,Holly Holm,KO/TKO,Kick,3.0,1:09,669.0,Red,False,Women's Bantamweight,FEMALE,5.0,1,,85.07462686567165,favorite
0.0,1.0,-0.33766233799999995,-0.7142857140000001,-7.38961039,-6.0,-7.62,-10.16,-1.0,1.0,-0.0,2.0,-3.0,1.0,1.0,-0.0,-1.0,-0.337662338,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,38.0,155.0,177.8,170.18,Southpaw,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,21.0,7.0,2.0,0.045454545,0.090909091,0.0,0.308181818,33.18181818,0.0,0.0,3.0,325.0,325.0,Takanori Gomi,SUB,Rear Naked Choke,1.0,1:12,72.0,Blue,False,Lightweight,MALE,3.0,0,,23.52941176470588,underdog
0.0,1.0,0.5,-0.166666667,-6.83333333,3.0,-7.62,-12.7,-0.0,-1.0,-0.0,-10.0,3.0,-1.0,-0.0,-0.0,-0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.14,14.0,2.0,0.0,31.0,247.0,187.96,182.88,Orthodox,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.5,0.5,0.0,0.365,16.0,0.0,1.0,0.0,300.0,300.0,Cyril Asker,KO/TKO,Elbows,1.0,1:44,104.0,Blue,False,Heavyweight,MALE,3.0,0,,25.0,underdog
0.0,1.0,-1.6666666669999999,-0.666666667,33.33333333,3.0,-0.0,-5.08,-1.0,-0.0,-0.0,-10.0,3.0,-2.0,-2.0,-0.0,3.0,-1.6666666669999999,0.0,0.0,0.0,1.0,1.0,1.0,24.0,10.0,0.41,24.0,10.0,0.0,27.0,135.0,177.8,165.1,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.41,53.0,0.0,0.0,1.0,83.33333333,-120.0,Kwan Ho Kwak,KO/TKO,Punches,1.0,4:09,249.0,Blue,False,Bantamweight,MALE,3.0,0,,54.54545454545454,favorite
0.0,1.0,-0.13636363599999998,-0.071428571,-2.21428571,11.0,17.78,12.7,-0.0,2.0,-1.0,-14.0,5.0,2.0,2.0,6.0,2.0,-0.136363636,0.0,0.0,0.0,0.0,3.0,0.0,140.0,52.0,0.36,139.0,51.0,0.0,32.0,260.0,200.66,190.5,Orthodox,9.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,21.0,2.0,6.0,0.257272727,0.363636364,0.0,0.5763636360000001,25.0,0.0,6.0,0.0,66.66666667,-150.0,Derrick Lewis,KO/TKO,Punches,4.0,3:51,1131.0,Blue,False,Heavyweight,MALE,5.0,0,,60.0,favorite
0.0,1.0,-0.12857142900000001,0.157142857,-20.0,6.0,17.78,2.54,-0.0,3.0,-0.0,1.0,-2.0,1.0,1.0,-4.0,-2.0,-0.12857142899999996,0.0,0.0,0.0,0.0,0.0,0.0,17.0,8.0,0.47,17.0,8.0,1.0,33.0,185.0,195.58,185.42,Southpaw,7.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,18.0,3.0,5.0,0.14300000000000002,1.3,0.3,0.48200000000000004,23.0,0.0,0.0,2.0,40.0,-250.0,Derek Brunson,KO/TKO,Punch,1.0,1:16,76.0,Red,False,Middleweight,MALE,3.0,1,,71.42857142857143,favorite
0.0,1.0,-0.515151515,0.166666667,-8.30303031,5.0,15.24,10.16,1.0,-3.0,-1.0,-44.0,8.0,-8.0,-2.0,-0.0,2.0,-0.515151515,0.0,0.0,0.0,0.0,1.0,0.0,146.0,74.0,0.48,141.0,69.0,1.0,27.0,155.0,190.5,182.88,Switch,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,13.0,3.0,1.0,0.055,0.166666667,0.166666667,0.445,33.83333333,0.0,0.0,1.0,68.96551724,-145.0,Dan Hooker,KO/TKO,Knee,2.0,3:02,482.0,Red,False,Lightweight,MALE,3.0,1,,59.183673469387756,favorite
0.0,1.0,1.75,-0.25,11.91666667,4.0,-2.54,-5.08,-1.0,-1.0,-0.0,-0.0,-0.0,-1.0,-1.0,-0.0,1.0,1.75,0.0,0.0,0.0,0.0,0.0,0.0,18.0,15.0,0.83,18.0,15.0,1.0,23.0,205.0,190.5,185.42,Southpaw,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,2.0,1.0,0.283333333,2.0,0.0,0.273333333,52.66666667,0.0,0.0,1.0,32.78688525,-305.0,Ion Cutelaba,KO/TKO,Punch,1.0,0:22,22.0,Red,False,Light Heavyweight,MALE,3.0,1,,75.30864197530865,favorite
0.0,1.0,4.375,0.5,15.625,-2.0,2.54,5.08,-1.0,-1.0,1.0,17.0,-4.0,-0.0,-0.0,-0.0,-0.0,4.375,0.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,0.25,4.0,1.0,0.0,30.0,135.0,167.64,170.18,Southpaw,3.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,24.0,5.0,2.0,0.66875,4.375,1.25,0.5,52.375,0.0,1.0,0.0,58.82352941,-170.0,Tim Elliott,SUB,Rear Naked Choke,1.0,0:49,49.0,Blue,False,Flyweight,MALE,3.0,0,,62.96296296296296,favorite
0.0,1.0,-5.0,0.333333334,-10.0,2.0,-10.16,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,21.0,0.37,56.0,21.0,0.0,32.0,155.0,172.72,177.8,Orthodox,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,1.0,2.0,0.11,0.333333333,0.666666667,0.46,23.66666667,0.0,2.0,0.0,105.0,105.0,Damien Brown,KO/TKO,Punch,1.0,3:37,217.0,Blue,False,Lightweight,MALE,3.0,0,,48.78048780487805,underdog
0.0,1.0,-0.192307692,-0.032051282,8.01282052,7.0,7.62,7.62,-1.0,-0.0,1.0,4.0,-1.0,-0.0,1.0,-0.0,-0.0,-0.19230769199999997,0.0,2.0,0.0,0.33,3.0,1.0,239.0,108.0,0.42,228.0,97.0,2.0,30.0,205.0,200.66,195.58,Orthodox,9.0,0.0,2.0,4.0,3.0,0.0,0.0,2.0,30.0,4.0,6.0,0.324615385,1.307692308,0.384615385,0.39153846200000003,41.84615385,0.0,1.0,0.0,33.33333333,-300.0,Alexander Gustafsson,KO/TKO,Punches,5.0,1:07,1267.0,Red,False,Light Heavyweight,MALE,5.0,1,,75.0,favorite
0.0,1.0,-2.25,-0.75,55.0,3.0,-5.08,-2.54,-3.0,-1.0,-0.0,-4.0,-0.0,-3.0,-3.0,-3.0,-0.0,-2.25,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.71,7.0,5.0,1.0,27.0,205.0,190.5,187.96,Orthodox,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.45,82.0,0.0,1.0,0.0,375.0,375.0,Volkan Oezdemir,KO/TKO,Punch,1.0,0:28,28.0,Red,False,Light Heavyweight,MALE,3.0,1,,21.052631578947366,underdog
0.0,1.0,1.4047619040000001,-0.17857142899999998,-6.55952381,4.0,-5.08,-5.08,-2.0,-2.0,-0.0,-8.0,-0.0,-5.0,-1.0,-0.0,-0.0,1.404761904,0.0,0.0,0.0,0.0,0.0,0.0,102.0,50.0,0.47,97.0,46.0,3.0,30.0,170.0,190.5,182.88,Southpaw,3.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,17.0,4.0,2.0,0.37714285700000005,1.571428571,0.571428571,0.39,22.85714286,0.0,1.0,0.0,74.07407407,-135.0,Peter Sobotta,KO/TKO,Knee,2.0,2:29,449.0,Red,False,Welterweight,MALE,3.0,1,,57.446808510638306,favorite
0.0,1.0,0.5,-0.0,12.33333333,-1.0,-10.16,-7.62,-0.0,-1.0,-0.0,-1.0,1.0,-0.0,-0.0,-0.0,-0.0,0.5,0.0,2.0,0.0,1.0,1.0,1.0,47.0,39.0,0.79,29.0,23.0,0.0,28.0,185.0,195.58,185.42,Orthodox,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,1.0,0.08,0.5,0.0,0.42,51.0,0.0,0.0,1.0,60.60606061,-165.0,Jack Hermansson,KO/TKO,Punches,1.0,2:00,120.0,Red,False,Middleweight,MALE,3.0,1,,62.264150943396224,favorite
0.0,1.0,2.5,0.5,15.5,5.0,2.54,-0.0,-0.0,-0.0,-0.0,5.0,-1.0,-0.0,-0.0,-0.0,-1.0,2.5,0.0,11.0,1.0,1.0,4.0,4.0,103.0,62.0,0.46,66.0,31.0,0.0,25.0,155.0,180.34,175.26,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.5,2.5,0.5,0.325,26.5,0.0,0.0,2.0,34.48275862,-290.0,Marcin Held,KO/TKO,Knee,3.0,0:07,607.0,Blue,False,Lightweight,MALE,3.0,0,,74.35897435897436,favorite
0.0,1.0,1.083333334,-0.066666667,-9.13333333,-1.0,7.62,-0.0,-0.0,-1.0,-2.0,-13.0,1.0,-2.0,-5.0,3.0,-0.0,1.0833333339999998,0.0,0.0,0.0,0.0,0.0,0.0,56.0,26.0,0.46,56.0,26.0,1.0,34.0,240.0,203.2,193.04,Orthodox,10.0,0.0,0.0,7.0,3.0,0.0,0.0,2.0,28.0,2.0,4.0,0.40166666700000003,1.4166666669999999,0.0,0.528333333,50.0,0.0,4.0,0.0,60.60606061,-165.0,Stipe Miocic,KO/TKO,Punch,1.0,2:22,142.0,Red,True,Heavyweight,MALE,5.0,1,,62.264150943396224,favorite
0.0,1.0,-0.625,-0.5,-32.0,-8.0,2.54,2.54,3.0,1.0,-0.0,6.0,-1.0,3.0,1.0,-1.0,-0.0,-0.625,1.0,0.0,0.0,0.16,6.0,1.0,71.0,37.0,0.46,63.0,29.0,0.0,32.0,145.0,182.88,180.34,Orthodox,6.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,17.0,2.0,4.0,0.36125,1.125,1.75,0.44,16.5,0.0,2.0,0.0,90.90909091,-110.0,Chas Skelly,KO/TKO,Punch,3.0,0:39,639.0,Blue,False,Featherweight,MALE,3.0,0,,52.38095238095239,favorite
0.0,1.0,-1.0,-1.0,45.5,-8.0,15.24,10.16,-1.0,1.0,-0.0,4.0,-1.0,-0.0,-0.0,-0.0,-0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.33,3.0,1.0,0.0,38.0,205.0,193.04,190.5,Orthodox,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.415,45.5,0.0,1.0,0.0,315.0,315.0,Joachim Christensen,SUB,Rear Naked Choke,1.0,2:21,141.0,Blue,False,Light Heavyweight,MALE,3.0,0,,24.096385542168676,underdog
0.0,1.0,-0.231111111,-0.386666667,17.23555556,6.0,-5.08,-0.0,-0.0,-2.0,-1.0,-46.0,7.0,-9.0,-2.0,3.0,-0.0,-0.23111111100000004,0.0,0.0,0.0,0.0,0.0,0.0,19.0,12.0,0.63,19.0,12.0,2.0,29.0,155.0,177.8,177.8,Orthodox,7.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,22.0,2.0,4.0,0.286666667,0.8888888890000001,0.333333333,0.43777777799999995,52.55555556,0.0,4.0,0.0,23.80952381,-420.0,Al Iaquinta,KO/TKO,Punch,1.0,1:38,98.0,Red,False,Lightweight,MALE,3.0,1,,80.76923076923077,favorite
0.0,1.0,0.666666667,-0.333333333,16.66666666,-3.0,12.7,5.08,-0.0,1.0,1.0,24.0,-3.0,3.0,2.0,-1.0,-3.0,0.666666667,0.0,1.0,1.0,0.5,2.0,1.0,50.0,30.0,0.51,41.0,21.0,0.0,34.0,205.0,203.2,190.5,Southpaw,7.0,0.0,1.0,4.0,1.0,0.0,1.0,1.0,30.0,5.0,4.0,0.305,0.666666667,0.166666667,0.494166667,28.83333333,0.0,0.0,3.0,62.5,-160.0,Ovince Saint Preux,SUB,Other - Choke,2.0,2:11,431.0,Red,False,Light Heavyweight,MALE,3.0,1,,61.53846153846154,favorite
0.0,1.0,1.222222222,0.222222222,-31.38888889,-7.0,-0.0,-2.54,1.0,4.0,-0.0,30.0,-7.0,8.0,4.0,-0.0,-0.0,1.222222222,0.0,0.0,0.0,0.25,4.0,1.0,44.0,20.0,0.41,41.0,17.0,0.0,32.0,170.0,180.34,175.26,Orthodox,10.0,1.0,1.0,5.0,2.0,1.0,0.0,0.0,37.0,8.0,6.0,0.37777777799999995,1.222222222,0.222222222,0.403888889,21.27777778,0.0,0.0,1.0,105.0,105.0,Jake Ellenberger,KO/TKO,Elbow,2.0,1:05,365.0,Blue,False,Welterweight,MALE,3.0,0,,48.78048780487805,underdog
0.0,1.0,-0.666666667,-0.8888888890000001,13.0,-5.0,-12.7,-5.08,-1.0,2.0,-0.0,23.0,-4.0,3.0,-0.0,-1.0,-0.0,-0.6666666669999999,1.0,0.0,0.0,0.4,10.0,4.0,76.0,31.0,0.26,60.0,16.0,0.0,28.0,125.0,165.1,165.1,Orthodox,5.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,27.0,4.0,2.0,0.296666667,2.333333333,0.111111111,0.45777777799999997,44.0,0.0,1.0,0.0,83.33333333,-120.0,Dustin Ortiz,SUB,Rear Naked Choke,2.0,4:06,546.0,Blue,False,Flyweight,MALE,3.0,0,,54.54545454545454,favorite
0.0,1.0,0.4,-0.942857143,38.22857143,4.0,-0.0,5.08,-0.0,-1.0,-0.0,-0.0,1.0,-1.0,-0.0,-0.0,-0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,45.0,28.0,0.62,45.0,28.0,1.0,27.0,170.0,182.88,182.88,Southpaw,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,14.0,2.0,2.0,0.266,0.4,0.2,0.47600000000000003,68.8,0.0,0.0,1.0,30.303030300000003,-330.0,Bryan Barberena,KO/TKO,Punch,1.0,3:30,210.0,Red,False,Welterweight,MALE,3.0,1,,76.74418604651163,favorite
0.0,1.0,1.0,1.0,5.0,-3.0,-15.24,-15.24,-0.0,-0.0,-0.0,3.0,-0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.37,8.0,3.0,70.0,52.0,0.64,50.0,32.0,0.0,30.0,125.0,162.56,157.48,Orthodox,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,0.08,1.0,1.0,0.435,19.0,0.0,1.0,0.0,130.0,130.0,Hector Sandoval,KO/TKO,Punch,1.0,4:24,264.0,Red,False,Flyweight,MALE,3.0,1,,43.47826086956522,underdog
0.0,1.0,-0.108333333,-0.025,35.70833333,2.0,2.54,-2.54,1.0,2.0,11.0,36.0,-0.0,7.0,8.0,8.0,-0.0,-0.10833333300000003,0.0,3.0,1.0,0.5,2.0,1.0,216.0,135.0,0.58,186.0,108.0,0.0,30.0,125.0,167.64,160.02,Orthodox,13.0,0.0,3.0,2.0,7.0,1.0,0.0,11.0,56.0,2.0,11.0,0.436,4.266666667,0.6,0.530666667,61.33333333,0.0,11.0,0.0,9.090909091,-1100.0,Demetrious Johnson,SUB,Armbar,3.0,4:49,889.0,Red,True,Flyweight,MALE,5.0,1,,91.66666666666666,favorite
0.0,1.0,0.8,-2.0,13.3,7.0,7.62,5.08,-0.0,-0.0,1.0,11.0,-2.0,1.0,1.0,-2.0,-1.0,0.7999999999999998,1.0,3.0,1.0,1.0,1.0,1.0,86.0,56.0,0.65,72.0,47.0,1.0,24.0,115.0,165.1,165.1,Orthodox,3.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,15.0,2.0,3.0,0.5920000000000001,2.8,1.0,0.42200000000000004,42.8,0.0,0.0,1.0,110.0,110.0,Rose Namajunas,SUB,Rear Naked Choke,2.0,2:47,467.0,Red,False,Women's Strawweight,FEMALE,3.0,1,,47.61904761904761,underdog
0.0,1.0,0.975,0.875,-30.95,-11.0,-2.54,2.54,4.0,-2.0,-1.0,-9.0,1.0,-1.0,-1.0,-4.0,-0.0,0.975,0.0,1.0,0.0,0.33,3.0,1.0,40.0,13.0,0.25,36.0,9.0,0.0,37.0,185.0,182.88,185.42,Orthodox,7.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,14.0,1.0,5.0,0.4,1.375,0.875,0.5375,20.75,0.0,2.0,0.0,37.73584906,-265.0,Jacare Souza,KO/TKO,Kick,2.0,3:28,508.0,Blue,False,Middleweight,MALE,3.0,0,,72.6027397260274,favorite
0.0,1.0,-2.5,0.5,-16.75,1.0,5.08,7.62,-0.0,1.0,-1.0,3.0,-2.0,-0.0,-1.0,-1.0,-0.0,-2.5,1.0,1.0,0.0,0.0,1.0,0.0,111.0,58.0,0.49,100.0,49.0,1.0,28.0,205.0,193.04,193.04,Orthodox,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0,2.0,1.0,0.1,0.5,0.5,0.4675,35.75,0.0,1.0,0.0,270.0,270.0,Anthony Smith,KO/TKO,Kick,3.0,3:52,832.0,Red,False,Middleweight,MALE,3.0,1,,27.027027027027028,underdog
0.0,1.0,-1.0,0.571428571,1.71428571,6.0,15.24,5.08,2.0,1.0,-0.0,11.0,-1.0,4.0,1.0,-0.0,-0.0,-1.0,0.0,0.0,2.0,0.0,0.0,0.0,72.0,25.0,0.34,72.0,25.0,0.0,32.0,185.0,190.5,182.88,Southpaw,5.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,15.0,2.0,2.0,0.312857143,1.0,0.571428571,0.337142857,25.71428571,0.0,1.0,0.0,18.18181818,-550.0,Zak Cummings,SUB,Guillotine Choke,1.0,4:21,261.0,Red,False,Welterweight,MALE,3.0,1,,84.61538461538461,favorite
0.0,1.0,-3.196428571,0.28571428600000004,-31.78571429,-10.0,-0.0,-5.08,-0.0,2.0,-1.0,-7.0,-0.0,-1.0,-0.0,-0.0,-0.0,-3.196428571,0.0,0.0,0.0,0.0,0.0,0.0,13.0,6.0,0.46,13.0,6.0,1.0,37.0,205.0,200.66,185.42,Orthodox,5.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,14.0,2.0,3.0,0.14285714300000002,0.428571429,0.28571428600000004,0.568571429,30.71428571,0.0,1.0,0.0,68.96551724,-145.0,Jimi Manuwa,KO/TKO,Punch,1.0,3:05,185.0,Red,False,Light Heavyweight,MALE,3.0,1,,59.183673469387756,favorite
0.0,1.0,0.75,0.75,-25.125,7.0,-2.54,-2.54,5.0,-3.0,-0.0,2.0,-0.0,-0.0,1.0,-2.0,-0.0,0.75,0.0,5.0,1.0,0.5,2.0,1.0,28.0,17.0,0.44,18.0,8.0,0.0,28.0,170.0,182.88,180.34,Switch,6.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,18.0,2.0,4.0,0.71875,1.125,0.75,0.64375,21.25,0.0,1.0,0.0,29.85074627,-335.0,Gunnar Nelson,SUB,Guillotine Choke,2.0,0:46,346.0,Red,False,Welterweight,MALE,3.0,1,,77.01149425287356,favorite
0.0,1.0,0.711538462,-1.346153846,4.59615385,-14.0,-5.08,-5.08,-0.0,1.0,-0.0,19.0,-6.0,3.0,1.0,-1.0,-2.0,0.7115384619999998,0.0,2.0,0.0,0.5,4.0,2.0,132.0,65.0,0.45,113.0,51.0,0.0,38.0,135.0,172.72,167.64,Orthodox,5.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,30.0,8.0,2.0,0.360769231,1.4615384619999998,0.153846154,0.305384615,31.84615385,0.0,0.0,2.0,66.66666667,-150.0,Brad Pickett,KO/TKO,Kick,3.0,3:50,830.0,Blue,False,Catch Weight,MALE,3.0,0,,60.0,favorite
0.0,1.0,2.0,-1.0,8.0,5.0,2.54,-7.62,-1.0,1.0,-0.0,1.0,1.0,1.0,1.0,1.0,-0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.85,7.0,6.0,1.0,24.0,155.0,185.42,177.8,Orthodox,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,2.0,0.73,3.5,0.0,0.335,28.5,0.0,2.0,0.0,57.14285714,-175.0,Marc Diakiese,KO/TKO,Punch,1.0,0:30,30.0,Red,False,Lightweight,MALE,3.0,1,,63.63636363636363,favorite
0.0,1.0,0.6319444439999999,0.25,-6.94444444,-4.0,-0.0,-5.08,-0.0,2.0,3.0,19.0,-4.0,3.0,-0.0,1.0,-0.0,0.6319444439999999,0.0,0.0,0.0,0.66,3.0,2.0,174.0,94.0,0.54,173.0,94.0,2.0,35.0,205.0,193.04,185.42,Orthodox,8.0,0.0,0.0,6.0,1.0,1.0,0.0,3.0,41.0,8.0,2.0,0.200625,1.1875,0.25,0.5075,37.5,0.0,2.0,0.0,64.51612903,-155.0,Mauricio Rua,KO/TKO,Punch,3.0,0:59,659.0,Red,False,Light Heavyweight,MALE,3.0,1,,60.78431372549019,favorite
0.0,1.0,-0.4625,-0.4375,8.5125,-4.0,7.62,2.54,-3.0,4.0,-0.0,17.0,-2.0,4.0,-1.0,-0.0,-0.0,-0.4625,0.0,0.0,0.0,0.0,0.0,0.0,83.0,31.0,0.36,82.0,30.0,1.0,31.0,155.0,190.5,180.34,Orthodox,12.0,0.0,0.0,5.0,5.0,1.0,1.0,0.0,38.0,4.0,4.0,0.22875,0.4375,0.0625,0.45375,42.3125,0.0,2.0,0.0,62.5,-160.0,Edson Barboza,KO/TKO,Flying Knee,2.0,3:35,515.0,Red,False,Lightweight,MALE,3.0,1,,61.53846153846154,favorite
0.0,1.0,1.259615385,0.346153846,-16.70192308,4.0,2.54,-7.62,-0.0,-2.0,-0.0,-11.0,2.0,-3.0,-1.0,-0.0,-0.0,1.259615385,0.0,1.0,1.0,0.54,11.0,6.0,31.0,18.0,0.5,24.0,12.0,0.0,29.0,170.0,193.04,180.34,Orthodox,5.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,18.0,3.0,3.0,0.22625,1.875,0.5,0.50625,26.375,0.0,0.0,1.0,175.0,175.0,Alex Oliveira,SUB,Rear Naked Choke,2.0,2:38,458.0,Red,False,Welterweight,MALE,3.0,1,,36.36363636363637,underdog
0.0,1.0,-1.6984126990000001,-0.642857143,-1.07142857,-14.0,-17.78,-0.0,-0.0,2.0,-0.0,14.0,-1.0,4.0,3.0,4.0,-0.0,-1.698412699,0.0,0.0,1.0,0.0,1.0,0.0,65.0,30.0,0.42,59.0,25.0,0.0,38.0,155.0,177.8,175.26,Southpaw,11.0,1.0,2.0,2.0,5.0,1.0,0.0,0.0,34.0,3.0,7.0,0.29,0.857142857,0.35714285700000004,0.510714286,37.92857143,0.0,7.0,0.0,150.0,150.0,Francisco Trinaldo,SUB,Rear Naked Choke,2.0,3:12,492.0,Blue,False,Lightweight,MALE,3.0,0,,40.0,underdog
