empty_arena,constant_1,avg_td_dif,avg_sub_att_dif,sig_str_dif,age_dif,reach_dif,height_dif,sub_dif,ko_dif,total_title_bout_dif,total_round_dif,loss_dif,win_dif,longest_win_streak_dif,win_streak_dif,lose_streak_dif,td_landed_dif,rev_bout,pass_bout,sub_attempts_bout,td_pct_bout,td_attempted_bout,td_landed_bout,tot_str_attempted_bout,tot_str_landed_bout,sig_str_pct_bout,sig_str_attempted_bout,sig_str_landed_bout,kd_bout,age,weight_lbs,reach_cms,height_cms,stance,wins,win_by_tko_doctor_stoppage,win_by_submission,win_by_ko/tko,win_by_decision_unanimous,win_by_decision_split,win_by_decision_majority,total_title_bouts,total_rounds_fought,losses,longest_win_streak,avg_td_pct,avg_td_landed,avg_sub_att,avg_sig_str_pct,avg_sig_str_landed,draw,current_win_streak,current_lose_streak,ev,odds,fighter,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,winner,title_bout,weight_class,gender,no_of_rounds,win_dum,tter_rank,win_prob,status
0.0,1.0,-0.107142857,-0.571428571,24.33928571,-5.0,-10.16,-2.54,-3.0,1.0,1.0,5.0,0.0,1.0,-1.0,2.0,0.0,-0.10714285700000004,0.0,0.0,0.0,0.0,1.0,0.0,30.0,14.0,0.44,29.0,13.0,0.0,31.0,170.0,180.34,177.8,Orthodox,6.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,18.0,2.0,3.0,0.32125,0.75,0.0,0.4425,48.625,0.0,3.0,0.0,195.0,195.0,Chad Laprise,KO/TKO,Punch,1.0,4:16,256.0,Red,False,Welterweight,MALE,3.0,0,neither,33.89830508474576,underdog
0.0,1.0,-1.0,0.0,68.0,0.0,-2.54,-10.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.66,3.0,2.0,0.0,29.0,115.0,167.64,162.56,Orthodox,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.47,135.0,0.0,1.0,0.0,164.0,164.0,Syuri Kondo,KO/TKO,Kick,1.0,0:33,33.0,Red,False,Women's Strawweight,FEMALE,3.0,0,neither,37.878787878787875,underdog
0.0,1.0,0.0,-1.166666667,-39.83333333,6.0,1.66,7.62,-2.0,1.0,0.0,-14.0,2.0,-3.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,23.0,145.0,182.0,180.34,Southpaw,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.71,5.0,0.0,1.0,0.0,145.0,145.0,Humberto Bandenay,KO/TKO,Slam,1.0,0:39,39.0,Red,False,Featherweight,MALE,3.0,0,neither,40.816326530612244,underdog
0.0,1.0,-1.0,0.0,-23.5,-12.0,12.7,2.54,0.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,1.0,1.0,171.0,103.0,0.53,130.0,70.0,1.0,34.0,155.0,195.58,182.88,Orthodox,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.22,5.5,0.0,0.0,1.0,30.76923077,-325.0,Felipe Silva,SUB,Kneebar,3.0,2:23,743.0,Red,False,Lightweight,MALE,3.0,0,neither,76.47058823529412,favorite
0.0,1.0,0.36111111100000004,0.680555556,18.76388889,0.0,-5.08,-2.54,0.0,-4.0,-3.0,4.0,-1.0,-2.0,-2.0,-2.0,0.0,0.36111111099999993,0.0,1.0,0.0,0.12,8.0,1.0,186.0,79.0,0.37,169.0,64.0,0.0,29.0,135.0,170.18,170.18,Orthodox,6.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,21.0,2.0,4.0,0.595,1.25,1.125,0.53125,49.875,0.0,4.0,0.0,500.0,500.0,Raquel Pennington,KO/TKO,Punches,5.0,2:36,1356.0,Red,True,Women's Bantamweight,FEMALE,5.0,0,Red,16.666666666666664,underdog
0.0,1.0,-0.25,0.0,-40.75,-1.0,2.54,-2.54,0.0,1.0,1.0,4.0,-2.0,1.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,25.0,6.0,0.24,25.0,6.0,0.0,26.0,115.0,162.56,160.02,Switch,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,7.0,2.0,1.0,0.2475,0.75,1.0,0.39,29.25,0.0,1.0,0.0,220.0,220.0,Amanda Cooper,SUB,Rear Naked Choke,1.0,2:27,147.0,Red,False,Women's Strawweight,FEMALE,3.0,0,neither,31.25,underdog
0.0,1.0,0.321428571,0.071428571,-11.03571429,-4.0,-2.54,7.62,0.0,-4.0,0.0,-27.0,2.0,-8.0,-4.0,1.0,0.0,0.321428571,0.0,0.0,0.0,0.16,6.0,1.0,147.0,58.0,0.36,137.0,50.0,0.0,31.0,135.0,167.64,167.64,Switch,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,2.0,0.395,0.75,0.5,0.4375,46.25,0.0,2.0,0.0,225.0,225.0,Brian Kelleher,KO/TKO,Punch,3.0,3:43,823.0,Red,False,Bantamweight,MALE,3.0,0,Red,30.76923076923077,underdog
0.0,1.0,0.36869565200000004,0.027826087000000003,19.25217391,2.0,0.0,2.54,-1.0,-6.0,-1.0,23.0,2.0,0.0,5.0,0.0,0.0,0.368695652,0.0,0.0,0.0,0.0,0.0,0.0,22.0,11.0,0.5,22.0,11.0,1.0,39.0,185.0,187.96,185.42,Southpaw,15.0,0.0,1.0,6.0,6.0,2.0,0.0,5.0,61.0,8.0,8.0,0.267391304,0.608695652,0.347826087,0.523913043,30.65217391,0.0,1.0,0.0,52.63157895,-190.0,Lyoto Machida,KO/TKO,Kick,2.0,1:00,360.0,Blue,False,Middleweight,MALE,3.0,1,Red,65.51724137931035,favorite
0.0,1.0,-0.75,1.6666666669999999,-1.91666667,6.0,-10.16,0.0,-1.0,0.0,-1.0,-26.0,4.0,-7.0,-2.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,26.0,20.0,0.66,6.0,4.0,0.0,27.0,205.0,187.96,185.42,Southpaw,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.73,17.0,0.0,1.0,0.0,130.0,130.0,Karl Roberson,SUB,Arm Triangle,1.0,4:45,285.0,Red,False,Middleweight,MALE,3.0,0,neither,43.47826086956522,underdog
0.0,1.0,-1.333333333,-1.0,13.66666667,13.0,-15.24,2.54,-3.0,0.0,0.0,-6.0,1.0,-3.0,-1.0,0.0,0.0,-1.333333333,0.0,1.0,0.0,1.0,1.0,1.0,15.0,10.0,0.66,15.0,10.0,0.0,27.0,264.0,187.96,190.5,Orthodox,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.525,34.5,0.0,0.0,1.0,68.96551724,-145.0,Junior Albini,SUB,Other - Choke,1.0,1:45,105.0,Red,False,Heavyweight,MALE,3.0,0,Red,59.183673469387756,favorite
0.0,1.0,-1.5,-0.5,-6.0,-3.0,-10.16,0.0,-1.0,0.0,0.0,9.0,0.0,3.0,2.0,2.0,0.0,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.16,6.0,1.0,0.0,34.0,155.0,167.64,167.64,Southpaw,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,15.0,1.0,3.0,0.212,1.0,0.0,0.37,39.0,0.0,3.0,0.0,160.0,160.0,Nick Hein,SUB,Rear Naked Choke,1.0,4:15,255.0,Red,False,Lightweight,MALE,3.0,0,neither,38.46153846153847,underdog
0.0,1.0,0.975,-0.1,-10.375,4.0,7.62,5.08,1.0,0.0,0.0,7.0,-1.0,2.0,-1.0,-3.0,0.0,0.975,0.0,0.0,0.0,0.0,0.0,0.0,36.0,14.0,0.38,36.0,14.0,0.0,27.0,170.0,193.04,185.42,Orthodox,6.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,22.0,2.0,3.0,0.47875,1.375,0.5,0.36625,55.625,0.0,1.0,0.0,83.33333333,-120.0,Sean Strickland,KO/TKO,Kick,1.0,3:40,220.0,Red,False,Welterweight,MALE,3.0,0,neither,54.54545454545454,favorite
0.0,1.0,-1.084210526,-0.894736842,7.44210526,7.0,-2.54,0.0,-5.0,0.0,-1.0,-43.0,5.0,-9.0,-3.0,0.0,0.0,-1.0842105260000001,0.0,1.0,1.0,1.0,3.0,3.0,71.0,49.0,0.62,56.0,35.0,0.0,29.0,185.0,195.58,185.42,Orthodox,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,8.0,2.0,2.0,0.43200000000000005,0.6,0.0,0.5,33.6,0.0,0.0,1.0,76.92307692,-130.0,Jack Hermansson,KO/TKO,Punches,3.0,2:10,730.0,Blue,False,Middleweight,MALE,3.0,1,neither,56.52173913043478,favorite
0.0,1.0,-2.0,-1.0,-25.0,0.0,20.32,7.62,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,4.0,0.5,6.0,3.0,0.0,29.0,205.0,205.74,193.04,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.2,5.0,0.0,0.0,1.0,250.0,250.0,James Bochnovic,SUB,Rear Naked Choke,1.0,4:28,268.0,Red,False,Middleweight,MALE,3.0,0,neither,28.57142857142857,underdog
0.0,1.0,-1.679487179,0.0,4.6025640999999995,2.0,-5.08,2.54,0.0,8.0,0.0,4.0,-1.0,6.0,2.0,4.0,1.0,-1.679487179,0.0,0.0,0.0,0.0,0.0,0.0,29.0,14.0,0.48,29.0,14.0,0.0,34.0,205.0,193.04,187.96,Orthodox,9.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,20.0,4.0,4.0,0.076923077,0.153846154,0.0,0.44307692299999996,24.76923077,0.0,4.0,0.0,62.5,-160.0,Thiago Santos,KO/TKO,Punch,1.0,2:30,150.0,Red,False,Middleweight,MALE,3.0,0,Red,61.53846153846154,favorite
0.0,1.0,-0.8392857140000001,-1.142857143,5.41071429,6.0,10.16,10.16,-4.0,0.0,0.0,-50.0,8.0,-12.0,-5.0,2.0,3.0,-0.8392857140000001,0.0,0.0,0.0,0.0,0.0,0.0,44.0,24.0,0.54,44.0,24.0,1.0,28.0,155.0,190.5,182.88,Switch,5.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,18.0,3.0,2.0,0.12375,0.375,0.25,0.44625,36.125,0.0,2.0,0.0,33.33333333,-300.0,Dan Hooker,KO/TKO,Knee,1.0,3:00,180.0,Blue,False,Lightweight,MALE,3.0,1,neither,75.0,favorite
0.0,1.0,-0.46666666700000003,-0.066666667,24.86666667,10.0,5.08,2.54,0.0,-2.0,0.0,-4.0,0.0,-2.0,-1.0,-1.0,0.0,-0.46666666700000003,1.0,1.0,0.0,0.0,1.0,0.0,58.0,31.0,0.29,37.0,11.0,0.0,24.0,170.0,190.5,182.88,Orthodox,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,0.083333333,0.333333333,0.333333333,0.46666666700000003,60.66666667,0.0,1.0,0.0,58.82352941,-170.0,Luan Chagas,KO/TKO,Kick,2.0,2:40,460.0,Red,False,Welterweight,MALE,3.0,0,neither,62.96296296296296,favorite
0.0,1.0,-1.263157895,-0.578947368,67.10526316,0.0,-5.08,5.08,-3.0,-5.0,0.0,-34.0,4.0,-13.0,-3.0,-1.0,-1.0,-1.263157895,0.0,0.0,0.0,0.0,0.0,0.0,213.0,116.0,0.54,212.0,115.0,0.0,29.0,155.0,177.8,180.34,Orthodox,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.55,113.0,0.0,0.0,1.0,105.0,105.0,Justin Gaethje,KO/TKO,Punch,4.0,0:33,933.0,Red,False,Lightweight,MALE,5.0,0,Red,48.78048780487805,underdog
0.0,1.0,1.6623376619999999,-0.097402598,-27.61688312,3.0,2.54,-7.62,2.0,-2.0,-3.0,-16.0,3.0,0.0,-2.0,0.0,2.0,1.6623376619999999,0.0,4.0,1.0,1.0,3.0,3.0,37.0,22.0,0.39,23.0,9.0,0.0,30.0,170.0,193.04,180.34,Orthodox,7.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,25.0,4.0,3.0,0.25,2.090909091,0.545454545,0.5,29.45454545,0.0,0.0,1.0,57.14285714,-175.0,Alex Oliveira,SUB,Guillotine Choke,2.0,3:17,497.0,Blue,False,Welterweight,MALE,3.0,1,Red,63.63636363636363,favorite
0.0,1.0,2.045454545,0.125,-4.68181818,9.0,12.7,5.08,3.0,-7.0,1.0,-27.0,7.0,-7.0,-1.0,2.0,0.0,2.045454545,0.0,1.0,1.0,0.5,2.0,1.0,52.0,35.0,0.64,48.0,31.0,0.0,28.0,185.0,200.66,187.96,Orthodox,5.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,20.0,3.0,3.0,0.48125,3.0,0.625,0.40875,22.0,0.0,3.0,0.0,38.46153846,-260.0,Antonio Carlos Junior,SUB,Rear Naked Choke,1.0,4:28,268.0,Blue,False,Middleweight,MALE,3.0,1,neither,72.22222222222221,favorite
0.0,1.0,0.0,-0.111111111,5.0,-2.0,-7.62,0.0,0.0,0.0,0.0,17.0,-1.0,5.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,115.0,62.0,0.47,96.0,46.0,1.0,30.0,185.0,187.96,185.42,Orthodox,11.0,0.0,0.0,1.0,8.0,2.0,0.0,0.0,40.0,4.0,5.0,0.224666667,1.0,0.0,0.424,40.66666667,0.0,3.0,0.0,110.0,110.0,Brad Tavares,KO/TKO,Punch,3.0,2:16,736.0,Blue,False,Middleweight,MALE,3.0,1,Red,47.61904761904761,underdog
0.0,1.0,-1.0,0.0,18.0,5.0,15.24,10.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,28.0,14.0,0.48,27.0,13.0,0.0,26.0,250.0,205.74,195.58,Orthodox,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.44,42.0,0.0,1.0,0.0,265.0,265.0,Adam Wieczorek,SUB,Omoplata,2.0,1:59,419.0,Blue,False,Heavyweight,MALE,3.0,1,neither,27.397260273972602,underdog
0.0,1.0,-1.571428571,-0.607142857,7.60714286,3.0,-5.08,-2.54,0.0,1.0,1.0,6.0,0.0,3.0,0.0,2.0,1.0,-1.571428571,0.0,0.0,0.0,0.0,1.0,0.0,142.0,81.0,0.44,100.0,44.0,0.0,28.0,135.0,170.18,167.64,Orthodox,5.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,16.0,2.0,2.0,0.141428571,0.428571429,0.14285714300000002,0.35,37.85714286,0.0,2.0,0.0,90.90909091,-110.0,Alejandro Perez,KO/TKO,Punches,2.0,3:42,522.0,Blue,False,Bantamweight,MALE,3.0,1,neither,52.38095238095239,favorite
0.0,1.0,0.4,-0.26666666699999997,48.33333337,11.0,7.62,7.62,-3.0,-3.0,-3.0,-27.0,4.0,-8.0,-3.0,1.0,0.0,0.4,0.0,0.0,0.0,1.0,2.0,2.0,144.0,96.0,0.53,90.0,48.0,1.0,29.0,250.0,203.2,200.66,Orthodox,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,9.0,0.0,3.0,0.5,1.0,0.0,0.576666667,100.66666670000001,0.0,3.0,0.0,175.0,175.0,Alexander Volkov,KO/TKO,Punch,4.0,1:38,998.0,Blue,False,Heavyweight,MALE,5.0,1,Red,36.36363636363637,underdog
0.0,1.0,0.0,-0.125,-1.0,-5.0,2.54,0.0,0.0,0.0,0.0,-3.0,-2.0,-2.0,-2.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.25,4.0,1.0,90.0,57.0,0.37,43.0,16.0,0.0,31.0,170.0,190.5,182.88,Southpaw,4.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,19.0,4.0,2.0,0.33,1.375,0.5,0.4,25.75,0.0,2.0,0.0,165.0,165.0,Peter Sobotta,KO/TKO,Punch,3.0,4:59,899.0,Red,False,Welterweight,MALE,3.0,0,Red,37.735849056603776,underdog
0.0,1.0,1.0,-0.2,-0.4,4.0,7.62,-2.54,-1.0,-1.0,0.0,-7.0,1.0,-3.0,-2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0,8.0,0.58,12.0,7.0,0.0,26.0,170.0,195.58,182.88,Switch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.2,1.0,0.0,0.33,34.0,0.0,0.0,1.0,110.0,110.0,Oliver Enkamp,KO/TKO,Punch,1.0,2:12,132.0,Red,False,Welterweight,MALE,3.0,0,neither,47.61904761904761,underdog
0.0,1.0,-0.8,0.17037037,-13.20740741,1.0,2.54,5.08,0.0,6.0,0.0,60.0,-12.0,10.0,1.0,0.0,0.0,-0.8,0.0,0.0,0.0,0.0,0.0,0.0,57.0,24.0,0.42,57.0,24.0,1.0,31.0,145.0,180.34,172.72,Orthodox,14.0,1.0,0.0,6.0,6.0,1.0,0.0,0.0,73.0,13.0,3.0,0.261851852,1.0,0.37037037,0.44222222200000005,38.59259259,0.0,2.0,0.0,76.92307692,-130.0,Jeremy Stephens,KO/TKO,Punch,2.0,1:35,395.0,Blue,False,Featherweight,MALE,5.0,1,Red,56.52173913043478,favorite
0.0,1.0,0.5111111110000001,-0.044444445,-11.77777778,0.0,-17.78,-12.7,-2.0,-2.0,-1.0,-20.0,2.0,-4.0,-1.0,-2.0,0.0,0.5111111110000001,0.0,0.0,1.0,0.0,0.0,0.0,43.0,27.0,0.6,41.0,25.0,1.0,34.0,205.0,185.42,177.8,Orthodox,6.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,16.0,3.0,3.0,0.375555556,1.111111111,0.222222222,0.42666666700000005,14.22222222,0.0,1.0,0.0,145.0,145.0,Ilir Latifi,SUB,Guillotine Choke,1.0,3:48,228.0,Blue,False,Light Heavyweight,MALE,3.0,1,Red,40.816326530612244,underdog
0.0,1.0,-1.380952381,0.80952381,31.44444444,-3.0,5.08,0.0,-1.0,1.0,-1.0,2.0,1.0,-1.0,-1.0,1.0,1.0,-1.3809523809999997,0.0,0.0,1.0,0.0,0.0,0.0,55.0,37.0,0.58,39.0,23.0,0.0,40.0,135.0,172.72,167.64,Orthodox,4.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,19.0,3.0,2.0,0.28571428600000004,0.28571428600000004,1.142857143,0.401428571,50.0,0.0,1.0,0.0,165.0,165.0,Marion Reneau,SUB,Triangle Choke,2.0,3:40,520.0,Blue,False,Women's Bantamweight,FEMALE,3.0,1,Red,37.735849056603776,underdog
0.0,1.0,0.146153846,-0.692307692,10.68461538,-2.0,-10.16,-5.08,-3.0,1.0,0.0,-8.0,1.0,-2.0,0.0,0.0,-1.0,0.14615384599999998,0.0,1.0,0.0,0.0,0.0,0.0,141.0,78.0,0.55,141.0,78.0,2.0,36.0,170.0,185.42,182.88,Southpaw,6.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,19.0,4.0,3.0,0.14,0.3,0.0,0.542,39.3,0.0,0.0,2.0,40.0,-250.0,Alan Jouban,KO/TKO,Punch,2.0,2:38,458.0,Blue,False,Welterweight,MALE,3.0,1,neither,71.42857142857143,favorite
0.0,1.0,-1.032967033,-0.736263737,-0.09890109,2.0,7.62,2.54,-3.0,1.0,0.0,-18.0,0.0,-6.0,-2.0,0.0,0.0,-1.032967033,0.0,1.0,0.0,1.0,1.0,1.0,30.0,15.0,0.25,8.0,2.0,0.0,31.0,135.0,177.8,170.18,Orthodox,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,14.0,4.0,2.0,0.19,1.428571429,0.571428571,0.408571429,19.28571429,0.0,1.0,0.0,180.0,180.0,Russell Doane,SUB,Arm Triangle,3.0,2:32,752.0,Red,False,Bantamweight,MALE,3.0,0,neither,35.714285714285715,underdog
0.0,1.0,-0.63986014,-0.020979021,-11.47202797,4.0,5.08,-7.62,-2.0,-6.0,-1.0,-34.0,2.0,-13.0,-5.0,3.0,3.0,-0.6398601399999999,0.0,0.0,0.0,0.0,0.0,0.0,80.0,26.0,0.31,79.0,25.0,0.0,30.0,155.0,190.5,177.8,Orthodox,6.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,20.0,5.0,3.0,0.090909091,0.090909091,0.363636364,0.36272727299999996,32.18181818,0.0,3.0,0.0,83.33333333,-120.0,Yancy Medeiros,KO/TKO,Punch,1.0,4:58,298.0,Red,False,Welterweight,MALE,5.0,0,Red,54.54545454545454,favorite
0.0,1.0,0.666666667,0.0,31.03333333,1.0,-2.54,0.0,0.0,-6.0,0.0,-9.0,1.0,-6.0,-3.0,0.0,0.0,0.666666667,1.0,8.0,1.0,0.5,2.0,1.0,104.0,83.0,0.66,56.0,37.0,0.0,32.0,249.0,198.12,190.5,Orthodox,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,16.0,2.0,3.0,0.498,1.0,0.0,0.5,58.2,0.0,0.0,1.0,90.90909091,-110.0,Marcin Tybura,KO/TKO,Punch,3.0,2:48,768.0,Red,False,Heavyweight,MALE,3.0,0,Red,52.38095238095239,favorite
0.0,1.0,-2.8,0.6,-56.4,-4.0,15.24,0.0,1.0,0.0,0.0,5.0,-2.0,1.0,0.0,-1.0,0.0,-2.8,0.0,2.0,0.0,0.0,0.0,0.0,60.0,29.0,0.48,60.0,29.0,1.0,33.0,155.0,187.96,175.26,Orthodox,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,2.0,2.0,0.2,0.2,0.6,0.41200000000000003,27.6,0.0,1.0,0.0,155.0,155.0,Diego Ferreira,KO/TKO,Punch,1.0,1:58,118.0,Blue,False,Lightweight,MALE,3.0,1,neither,39.21568627450981,underdog
0.0,1.0,-1.888888889,0.027777778,29.30555556,10.0,0.0,2.54,-1.0,-1.0,0.0,-33.0,10.0,-4.0,0.0,0.0,2.0,-1.888888889,0.0,0.0,1.0,0.0,0.0,0.0,19.0,7.0,0.36,19.0,7.0,1.0,27.0,170.0,182.88,180.34,Orthodox,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,2.0,2.0,0.0,0.0,0.25,0.3925,59.25,0.0,0.0,2.0,27.77777778,-360.0,Alex Morono,SUB,Guillotine Choke,1.0,2:12,132.0,Blue,False,Welterweight,MALE,3.0,1,neither,78.26086956521739,favorite
0.0,1.0,-1.263888889,0.75,-5.19444444,7.0,10.16,7.62,3.0,-3.0,1.0,-13.0,-1.0,-2.0,-3.0,1.0,1.0,-1.263888889,0.0,0.0,0.0,0.0,0.0,0.0,119.0,45.0,0.37,119.0,45.0,0.0,33.0,185.0,195.58,190.5,Southpaw,6.0,0.0,3.0,3.0,0.0,0.0,0.0,2.0,14.0,2.0,5.0,0.2375,0.625,0.75,0.60125,33.25,0.0,1.0,0.0,54.05405405,-185.0,Luke Rockhold,KO/TKO,Punch,3.0,1:48,708.0,Red,True,Middleweight,MALE,5.0,0,Red,64.91228070175438,favorite
0.0,1.0,1.25,0.25,-8.5,-8.0,-2.54,-5.08,1.0,0.0,0.0,4.0,-2.0,1.0,0.0,0.0,0.0,1.25,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.27,11.0,3.0,0.0,32.0,247.0,187.96,182.88,Orthodox,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.5,1.25,0.25,0.36,13.5,0.0,1.0,0.0,235.0,235.0,Cyril Asker,KO/TKO,Elbow,1.0,2:18,138.0,Red,False,Heavyweight,MALE,3.0,0,neither,29.850746268656714,underdog
0.0,1.0,-0.666666667,-0.333333333,17.66666667,-5.0,-2.54,-5.08,-1.0,-1.0,0.0,-3.0,0.0,-2.0,-2.0,0.0,0.0,-0.666666667,0.0,1.0,0.0,0.4,5.0,2.0,24.0,10.0,0.36,22.0,8.0,0.0,31.0,205.0,198.12,185.42,Orthodox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.28,37.0,0.0,0.0,1.0,250.0,250.0,Saparbeg Safarov,SUB,Kimura,1.0,3:54,234.0,Red,False,Light Heavyweight,MALE,3.0,0,Red,28.57142857142857,underdog
0.0,1.0,3.0,0.0,-30.33333333,4.0,0.0,12.7,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,29.0,11.0,0.32,25.0,8.0,0.0,25.0,145.0,180.34,180.34,Orthodox,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,3.0,0.6,7.0,0.0,0.47666666700000004,38.0,0.0,3.0,0.0,170.0,170.0,Jeremy Kennedy,KO/TKO,Punches,2.0,4:57,597.0,Red,False,Featherweight,MALE,3.0,0,neither,37.03703703703704,underdog
0.0,1.0,-1.1,0.3,16.2,3.0,-5.08,0.0,0.0,1.0,0.0,-15.0,3.0,-2.0,-1.0,1.0,0.0,-1.1,0.0,0.0,0.0,0.0,0.0,0.0,82.0,37.0,0.32,65.0,21.0,0.0,29.0,125.0,165.1,165.1,Switch,4.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,8.0,1.0,2.0,0.2,0.2,0.8,0.478,30.0,0.0,2.0,0.0,90.90909091,-110.0,Ben Nguyen,SUB,Rear Naked Choke,3.0,1:43,703.0,Red,False,Flyweight,MALE,3.0,0,Red,52.38095238095239,favorite
0.0,1.0,-0.25,-0.5277777779999999,1.22222223,4.0,12.7,0.0,-3.0,4.0,0.0,4.0,-1.0,2.0,0.0,2.0,1.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,34.0,8.0,0.23,34.0,8.0,0.0,34.0,185.0,195.58,185.42,Southpaw,9.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,20.0,3.0,5.0,0.11916666699999999,1.083333333,0.25,0.475,20.66666667,0.0,2.0,0.0,71.42857143,-140.0,Derek Brunson,KO/TKO,Kick,1.0,3:50,230.0,Red,False,Middleweight,MALE,5.0,0,Blue,58.333333333333336,favorite
0.0,1.0,2.0,-0.666666667,11.0,-1.0,-2.54,-7.62,0.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0,0.0,7.0,0.0,0.5,2.0,1.0,63.0,42.0,0.61,55.0,34.0,0.0,31.0,155.0,180.34,170.18,Orthodox,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,3.0,0.306666667,3.0,0.333333333,0.48666666700000005,23.0,0.0,3.0,0.0,18.18181818,-550.0,Gregor Gillespie,KO/TKO,Punches,1.0,4:46,286.0,Blue,False,Lightweight,MALE,3.0,1,neither,84.61538461538461,favorite
0.0,1.0,-2.8,0.4,-14.4,-4.0,7.62,-2.54,2.0,0.0,1.0,6.0,-4.0,1.0,-1.0,0.0,0.0,-2.8,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,0.29,17.0,5.0,0.0,30.0,145.0,185.42,170.18,Orthodox,5.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,18.0,5.0,3.0,0.1,0.2,0.8,0.402,18.4,0.0,0.0,1.0,425.0,425.0,Godofredo Pepey,KO/TKO,Punch,1.0,2:47,167.0,Red,False,Featherweight,MALE,3.0,0,Red,19.047619047619047,underdog
